Name,Comedy,Action,Fantasy,Adventure,Kids,Drama,Sci-Fi,Music,Shounen,Slice of Life,Romance,School,Supernatural,Hentai,Historical,Mecha,Magic,Seinen,Ecchi,Mystery,Sports,Shoujo,Parody,Super Power,Military,Dementia,Demons,Space,Horror,Martial Arts,Harem,Game,Psychological,Police,Samurai,Vampire,Cars,Thriller,Shounen Ai,Josei,Shoujo Ai,Unknown,Yaoi,Yuri,Genres
Gorillaman,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, School, Seinen"
Tooryanse,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supernatural, Music"
Patta Potta Monta,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids, Slice of Life"
Kaette Kita Top wo Nerae! Kagaku Kouza,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Mecha, Sci-Fi"
Hashi no Mukou,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Historical, Horror, Supernatural"
Taimadou Gakuen 35 Shiken Shoutai,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural"
Nobunaga Concerto,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Historical, Romance, Shounen"
Tokyo Babylon: Vision,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Supernatural"
Ao Haru Ride OVA,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Romance, School, Shoujo"
Kougyou Aika Volley Boys,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Sports, Comedy, School, Seinen"
Detective Conan: The Fugitive Kogorou Mouri,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Mystery, Comedy"
Mushibugyou OVA,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,"Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen"
Nozo x Kimi,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Ecchi, Romance, School, Shounen"
Strobe Light,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, School"
E no Umakatta Tomodachi,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Oosouji,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Rakugaki Picasso,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Orenchi no Furo Jijou,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,"Comedy, Fantasy, Josei"
Nisekoi OVA,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Harem, Romance, School, Shounen"
Hitsugi no Chaika: Avenging Battle,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Romance, Fantasy"
Surprise 4 U.,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Sports
Heisei no Cinderella: Kiko-sama Monogatari,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Historical, Romance"
Mechano: Scientific Attack Force,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,"Comedy, Dementia, Fantasy, Horror, Music, Parody"
Hitsugi no Chaika OVA,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Fantasy"
Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Mecha, Sci-Fi, Shounen, Super Power"
Paizuri Cheerleader vs. Sakunyuu Ouendan!,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Iinari! Saimin Kanojo,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Medamayaki no Kimi Itsu Tsubusu?,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Seinen"
Yowamushi Pedal: Grande Road,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Drama, Shounen, Sports"
PoPo Loouise,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Music"
Love Colon,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Hoka Hoka Oden no Uta,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Oyome-sama Honey Days♥,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Inazuma Eleven: Chou Jigen Dream Match,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,"Sports, Super Power, Shounen"
Gaia Getter A-kun,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"Comedy, Kids, Sci-Fi, Space"
Mokkai Shiyo?,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Kitsune to Circus,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids"
Tonari no Seki-kun Specials,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, School, Seinen"
Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Drama, Mecha, Military"
Bakabon Osomatsu no Karee wo Tazunete Sansenri,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Spocon!,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Nyanpuku Nyaruma,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
World Trigger,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Supernatural, School, Shounen"
Kuroko no Basket 3rd Season,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sports, School, Shounen"
Maido! Urayasu Tekkin Kazoku,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Shounen"
Daze,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
World Fool News,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Slice of Life"
Kekkai Sensen,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen"
Shiden Pilot,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"Action, Cars"
Peeping Life: Shinkon-chan Kansai ni Irasshai,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Slice of Life"
Wagahai wa Inu de Aru: Don Matsugorou no Seikatsu,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Slice of Life"
Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Omou no ka?,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Harem, Comedy, Romance, School"
Fetikano!,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Madan no Ou to Vanadis,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Adventure, Ecchi, Fantasy, Harem, Romance"
Houkago no Ouji-sama,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, School, Shounen, Sports"
Tales of Zestiria: Doushi no Yoake,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fantasy
Heli-Tako Puu-chan,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids"
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Mecha, Sci-Fi"
Hoozuki no Reitetsu OVA,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Comedy, Demons, Supernatural, Fantasy, Seinen"
Mangaka-san to Assistant-san to The Animation Specials,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Ecchi, Harem, Seinen, Slice of Life"
Koha Ginjiro,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Drama, School, Shounen"
Inui-san!,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Shoujo"
Yomigaeru Sora Pilot,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Action, Military, Seinen"
Ane Log: Moyako Neesan no Tomaranai Monologue,1.0,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Ecchi, School, Shounen"
Persona 3 the Movie 3: Falling Down,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Fantasy, Supernatural"
Naniwabushi Daisuki,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Historical, Drama, Sports"
Neko to Nezumi,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Yume no Jidousha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,Cars
Imokawa Mukuzo: Chuugaeri no Maki,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids, Supernatural"
Xiongmao Monogatari TaoTao,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fantasy, Comedy, Kids"
Tenkuu Senki Shurato Recaps,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Magic, Fantasy, Shounen"
Gundam Build Fighters Try,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Mecha"
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance, School, Shounen"
Koufuku Graffiti,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Seinen"
LolitA☆Strawberry in Summer,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
G-On Riders Special,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Comedy, Ecchi"
Baku Ane: Otouto Shibocchau zo! The Animation,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Ai Shoujo Pollyanna Story Specials,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Historical, Slice of Life"
Alps Monogatari: Watashi no Annette Specials,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Drama"
Date A Live Movie: Mayuri Judgment,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Harem, Romance, Sci-Fi"
Dororonpa!,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Supernatural"
Son Gokuu Silk Road wo Tobu!!,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Fantasy"
Future Card Buddyfight Recap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Game
Gegege no Kitarou: Kitarou Tanjou-hen,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supernatural
Flanders no Inu Specials,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Drama"
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Adventure, Historical, Drama"
Manzai Taikouki,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Historical, Seinen"
Mushishi Zoku Shou: Odoro no Michi,,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
Gokukoku no Brynhildr: Kara Sawagi,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Sci-Fi, Harem, Comedy, Ecchi, Seinen"
Ai Tenchi Muyou!,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sci-Fi, Shounen"
Mushishi Zoku Shou 2nd Season,,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
High School DxD BorN,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,"Action, Comedy, Demons, Ecchi, Harem, Romance, School"
"Ore, Twintail ni Narimasu.",1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Comedy, Romance, Fantasy, School, Shounen"
Miss Monochrome The Animation: Soccer-hen,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Sports"
Shinrabanshou: Tenchi Shinmei no Shou,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Fantasy, Shounen"
Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Magic"
Yakin Byoutou Specials,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Yobai Suru Shichinin no Harame,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Harem, Hentai"
Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,"Action, Ecchi, Comedy, Shoujo Ai"
Robot Girls Z Specials,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Comedy, Mecha, Parody"
Gakkougurashi!,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,"Slice of Life, Psychological, School, Horror, Mystery"
Norasco,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy"
Koishite!! Namashi-chan,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Kids"
Imawa no Kuni no Alice (OVA),,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,"Action, Psychological, Supernatural, Thriller, Shounen"
3-D Heaven,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Kids"
Awate Tokoya,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Shoko Nakagawa Prism Tour Special,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Boku wa Ou-sama,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kids
Bloody Bunny,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Boku wa Ou-sama (TV) Special,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kids
Kubire 3 Shimai,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Tobidasu Ehon 3D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kids
Kawaii Cook-san,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Slice of Life"
Arigatou Kumanofu,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Prison Bear,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Fantasista Stella,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Sports, Shounen"
Spo-chan Taiketsu: Youkai Daikessen,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kids
Isshuukan Friends. Specials,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, School"
Days,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Ansatsu Kyoushitsu,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Comedy, School, Shounen"
Mobile Suit Gundam-san,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody, Mecha"
X Maiden: Izakaya Tamaki,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Clarinet Kowashichatta,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Kids"
Nyanfuru,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Comedy"
Ichigeki Sacchuu!! Hoihoi-san: Legacy,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sci-Fi"
Injutsu no Yakata The Animation,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Madonna: Kanjuku Body Collection,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Harem, Hentai"
Girlfriend (Kari),,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"School, Slice of Life"
Akagaki Genzou: Tokuri no Wakare,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Anime Koten Bungaku Kan,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Historical, Kids"
Akaoni to Aooni no Tango,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Kids"
Amigo Tomodachi,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"School, Slice of Life"
Aoi Umi to Shounen,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice of Life
Juuou Mujin no Fafnir,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Fantasy, Harem, Romance, School"
Barnacle Lou,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kids
Hare Tokidoki Buta,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids"
Bunbuku Chagama,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kids
Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Fantasy, Military, Kids"
Sidonia no Kishi: Daikyuu Wakusei Seneki,,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Space, Mecha, Seinen"
Cook no Polka,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Music"
Neko Funjatta,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Kids"
Go-hiki no Kobuta to Charleston,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Kids"
Kaitou Joker,1.0,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Mystery, Comedy, Shounen"
Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Bokura wa Minna Kawai-sou: Hajimete no,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Romance, School, Seinen"
Aoki Hagane no Arpeggio: Ars Nova DC,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Seinen"
Aoki Hagane no Arpeggio: Ars Nova Cadenza,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Seinen"
Chibikko Kamu no Bouken,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Kids"
Chuuchuu Banban,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Kids"
Recorder to Randoseru Mi☆ Special,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, School, Seinen"
Ane Kyun!: Joshi ga Ie ni Kita!,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Sumiko (TV),1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Slice of Life, Kids"
Bokura wa Minna Kawai-sou Specials,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Seinen"
Ghibli ga Ippai Special Short Short,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice of Life
Kana Kana Kazoku,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Yowamushi Chinsengumi,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids"
Elite Jack!!,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"School, Shoujo"
Furueru Kuchibiru Episode 0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Agukaru: Play with Ibaraki-hen,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Magic, Supernatural"
No Game No Life Specials,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,"Ecchi, Fantasy, Game"
Moonfesta,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Kids"
Love Live! The School Idol Movie,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, School, Slice of Life"
Akai Jitensha,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Kids"
Fate/kaleid liner Prisma☆Illya 2wei! Specials,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Ecchi, Fantasy, Magic"
Akatsuki no Yona,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo"
